F,I_in,K_I,K_S,S_in,Y_XS,k_P,k_d,mu_max
0.07025142381003588,14.804187668009574,0.05580607061936889,0.1810815410446795,513.9141371546966,0.4970551833965413,0.035896650994056215,0.013390017902716204,0.6023191122696211
0.07823811271330153,7.468885375286874,0.1921875998209494,0.19188549425712303,565.8106602217778,0.5686120407488781,0.032444883977779386,0.011026537996092399,0.7088418908937608
0.11312937199108998,9.998373565995685,0.12411538101857672,0.07044092347873296,594.9627085187751,0.4508629367371773,0.06177447622641271,0.013024478135151531,0.6067633733109002
0.11976132758730339,7.50016624198901,0.11628789521451761,0.1346710866675261,486.7560565153573,0.46453953772869777,0.05982518484524089,0.017332391152421824,0.5929025472508851
0.09781871857153099,7.526621837673226,0.12748325152321568,0.11743020571851684,437.45807394216394,0.44840090492393714,0.03802614750623863,0.016226339522083463,0.5764819152637628
0.09635369804596569,13.012630494192603,0.12597384036325562,0.17771003311957695,596.9859579013596,0.5938630656348103,0.06499835783327967,0.006403830781605124,0.567289477860877
0.08206271015631791,7.029454911906889,0.1574237041337596,0.09107507052521885,455.0381145511824,0.4241626621728302,0.05292294832519708,0.017147191175675747,0.46183535544397514
0.06361401868486229,10.366646290613652,0.1514847556618568,0.06424723547719946,485.811952076788,0.46879176621064766,0.0429877425919455,0.011458165640759636,0.7444198079062985
0.05942503916327681,7.732339273165411,0.050563823921794336,0.18104759618391003,415.72255485146013,0.4821988046330851,0.04772278127411972,0.00853193488835622,0.6783288548511972
0.08059922621165327,8.364147556230066,0.05563545410751221,0.07588563802130789,432.19698825937064,0.48320950579250316,0.05971529848489729,0.005901069144582405,0.7607058518071508
0.12080106826923574,8.55124774951602,0.1979122738939273,0.0691611296176876,435.8056256533619,0.4946303009562143,0.05810930319635417,0.019240085161684434,0.7379506071714446
0.12099006546517158,9.821706600678736,0.13456614597447644,0.13561448657039415,491.6542108831003,0.4816418319337482,0.055092229931358344,0.006564987723534138,0.45059687923847075
0.16520246414877243,6.585628339634519,0.17527247908948113,0.05778638246580348,458.6336124352994,0.43255676785353453,0.05519314305806791,0.016899251106331555,0.47267342196237716
0.11122720330909383,10.118700119397356,0.17708933875020322,0.17871598104122793,592.6182491117671,0.4531517237955529,0.05121367750527238,0.006580053947079511,0.5932271835467469
0.0845922522421585,6.863500708308189,0.13299140465042547,0.09021120229339369,497.4392275399972,0.5530672155810268,0.057768816161237496,0.012543238586086063,0.4310207402895543
0.1418052161250053,9.68738891610192,0.17777414321706575,0.11176126281564056,582.6030164421272,0.43675508394305024,0.04878661927328854,0.01835726436227817,0.7235814211019764
0.16804293714963836,5.314647732064174,0.08240832554248223,0.10890681086432742,452.8881845645724,0.47305146340671445,0.048501293484103626,0.018010376691962742,0.5120661823203092
0.16061567062848597,6.949206110435241,0.06298987772772074,0.06531359793428253,490.4354589772628,0.5447797036675313,0.0633716622745783,0.00537505865494978,0.553117504140731
0.10395045876549068,10.821368530590725,0.16144257583452237,0.0751615903899274,550.4752946881131,0.5635964550624817,0.05978592180380923,0.011404595251409265,0.5369971635710867
0.1999021248451186,6.357865594446253,0.07654395261701766,0.15901343467488793,582.6227622349003,0.42423801218094315,0.0593330153803652,0.017454504470989434,0.47232837385386994
0.07526223842477354,8.719873987607796,0.10827174137953442,0.14906973592338213,499.14404007526366,0.46277369280164576,0.059870605535692026,0.010776784672718497,0.5189411112474311
0.12052699197462824,11.474057591173455,0.10869750663388858,0.15060962855631188,462.0136561134756,0.4679913964115425,0.06412644730080827,0.01188284217501454,0.5585297500858488
0.1750937364702136,14.216930998871419,0.13788129985773087,0.13682949108001935,476.15753408953555,0.4201628588857079,0.0699777739234135,0.0057116767079589004,0.46159807085275706
0.15517455641412745,11.739672414099187,0.15760227163593302,0.1776663730879669,451.6864183352841,0.43285937297121463,0.05026418993896656,0.013232608149332813,0.5798134767956089
0.05383433665810315,9.978653902774042,0.18047355291139455,0.0825592035010273,570.5302981563703,0.5277088012464204,0.0497900192859027,0.009750403852466023,0.7549668831926564
0.17340156032341103,6.38656650747062,0.060066388521013134,0.09247816028000336,428.60756191228944,0.5308830385047748,0.06541373426523565,0.00826399874164646,0.6642478947500683
0.1411776688385418,11.456944696030405,0.17540074784121862,0.11316383153759217,521.6435619098268,0.4123064373093473,0.03209050783869563,0.009505337818253363,0.680158227720592
0.19593720809725018,7.414870930202029,0.052464617157975034,0.06549683150135617,466.64536879842785,0.48100127593625874,0.05155429754511768,0.009907251236420053,0.4955398739559105
0.14824439827281316,7.086977243507622,0.05326036217469077,0.12649907731776158,444.7203941147706,0.4229276293783178,0.04519365961720447,0.017119694008872144,0.5379387813390336
0.19195354907205875,12.42742403730987,0.1709722629861462,0.12002749494756787,448.02680787376346,0.5911932967814604,0.06515370019249447,0.012474100908012112,0.7990315837218844
0.19750329221442675,13.447347142436229,0.11781955466112819,0.053573842948003825,425.8751288876332,0.5734703537499062,0.06882821221088764,0.009331046880944244,0.4487886514764214
0.19501894860944596,6.532339419600794,0.17608903364850215,0.06418564527379397,579.2531332094394,0.5836625820266977,0.06612158403292231,0.012050433396336036,0.5063524179538641
0.19208658062147987,7.367844167094951,0.19074652836435563,0.05471144719072371,428.8438704097637,0.5345279661495439,0.046590084409030785,0.01364518621290223,0.46661819522321435
0.08667010136507439,7.694837417715444,0.14066138337122858,0.16211405268278606,503.41329611785926,0.42247593390782,0.061271436273784376,0.017862296054004582,0.796985900355682
0.1685070718475565,12.610234208494072,0.09892585286374478,0.0934970833356267,528.2459550881354,0.5925269398593302,0.044718828497107815,0.005237712384313711,0.7060852992484313
0.11338630721926574,12.68121703220539,0.1905361691573042,0.12782314212452214,528.4529601239294,0.5011866921495721,0.03471107037457615,0.011371208167697383,0.5231787945631114
0.06444013943295636,7.46659096943481,0.13496362578059024,0.09403206967418451,416.073764329896,0.4148831579529535,0.04461072160684604,0.012483056364628636,0.6897879301277396
0.10240579301515768,12.268385443533496,0.09100572813389377,0.1513688152606228,411.37674342184675,0.5952251134716154,0.05814711279956212,0.013560810473117014,0.5964281296986876
0.11452738307918686,9.256254290226956,0.11906683015108803,0.09818945450253405,475.3511026473153,0.4001284663000805,0.04285232291011934,0.018321065686703785,0.4435615921005567
0.06598305437977067,5.091859803698389,0.1254302205507735,0.12213292303238002,453.68625143698387,0.4024424034291352,0.049288654045770236,0.0198787373998542,0.4397287741276521
0.07689729005486466,9.91394337175441,0.07568275451688461,0.18387417819689394,596.8730375047273,0.5993105335281971,0.06924354607998075,0.010066343233207781,0.4390854609983041
0.19995293853048474,8.018277388376942,0.1818950272063128,0.18006029209375046,519.5808763892661,0.45773327096563005,0.041285923344463266,0.017522056688389447,0.7506075362970555
0.05328781122194551,11.237013803432836,0.1903012899706804,0.17478343244733796,445.3701209603499,0.4760995950708713,0.06794720005936719,0.019557594103633114,0.7070297570935887
0.15971755157227102,14.010245753173965,0.18616622576143288,0.1014585586102271,583.9780811688663,0.5921489831613442,0.040205611774909486,0.009415245173383158,0.720361845871045
0.0835572835514226,10.656656552761309,0.09859990443412299,0.0628186160367498,470.75113519623443,0.507386377203141,0.06241909392661819,0.018076949407235785,0.4443868420886381
0.18188359104998464,10.042707166773582,0.19251962188551325,0.12563799205750478,573.0749250573851,0.5834138037085916,0.0693642723310838,0.01835684493867755,0.7934814054577458
0.13645330215329612,7.616880251716553,0.189313646894047,0.10177031573436277,499.3327712725577,0.5177585841961192,0.05281343488414543,0.016090767363986094,0.5110267751340165
0.07482947546140023,5.617976439165466,0.06501943412954103,0.1073637704051385,482.12947215149177,0.4953854036411441,0.06819765327482355,0.007297564744674771,0.5284487562194577
0.16945490483583564,14.972964097300455,0.0687178621896272,0.1798686662022514,411.7001059893965,0.47067253754498,0.06294260570818377,0.008736424300117222,0.5658307691817824
0.15691103359725356,11.838958494092173,0.13554499159429806,0.1299251573165619,591.6557110870845,0.4787499327866718,0.03861035579703734,0.018932798880398352,0.7130550076702193
0.06400662978415984,6.713021983206682,0.08507216119547749,0.17843425818037295,425.6379776759823,0.5122319729374673,0.05771742967973249,0.009383063818879366,0.5587617071211056
0.19046504762864191,11.491473617262654,0.15048879794337408,0.10145908925909514,424.9312974713292,0.47060360387040934,0.040602707263515544,0.015062517624114164,0.49123444349853856
0.05041866998460132,9.68706647769346,0.1665616509317991,0.13156464377550856,430.5060100077478,0.5109918770800792,0.034576452937322734,0.01499894316374633,0.5933284708035746
0.08398630947851479,8.875668834271956,0.14885723733407397,0.1525840315750956,594.841666499251,0.4617362659010293,0.05829253913415011,0.005561316566376846,0.7969128520232092
0.18002805004898192,9.09513724712534,0.09743348547797027,0.16335901796525398,561.0200276030276,0.4648060134991164,0.03091637424052991,0.012911013159952123,0.4177329718242285
0.08885925706008865,12.682977365302488,0.19572372817048062,0.17288987942974596,504.78630283421944,0.5987919710917613,0.06519555152271994,0.008120793823589033,0.7557801915981749
0.16782214443106494,9.957501113929046,0.16324867393199713,0.14058627055674833,478.2411163042534,0.4850492209736825,0.04423026138774645,0.010968015866562058,0.48409027719249664
0.09834686264991527,9.452206606456842,0.14317602052332684,0.09055335693163567,401.51966194900024,0.4568705754345385,0.056639298595999206,0.007188877504926942,0.5310252277525151
0.14675474568548805,12.701937564901145,0.09971950275888114,0.1682684522606348,479.5536411703594,0.5273025609637215,0.036809322806133346,0.006190157188131448,0.539839692144659
0.12043536829706943,8.64606732957531,0.18555326184935045,0.1150229239432651,585.4976987755449,0.46257394257560563,0.06225628689902357,0.01863892968718725,0.5783493546523567
0.16070648620510447,8.636621578941709,0.0611393064444547,0.1477099331065055,510.03519199763156,0.4095954981060918,0.042555519094724936,0.015061967465574994,0.7853272751506288
0.08989880334512164,12.34076657099532,0.09014439617505776,0.16304604213957063,581.3880041110981,0.5728283781359266,0.03283986626331005,0.014713741838533075,0.4505063992183049
0.08735100575776106,5.003541433565531,0.07538290179850343,0.05737147544165834,515.414658633418,0.567760954158515,0.051685732293433644,0.010841225666904356,0.6466125448867436
0.0914199594577616,12.549399286704077,0.07995244357424004,0.10824369259392429,595.7095804540616,0.4924256400479723,0.061469016574890754,0.013494466888338615,0.6803012823228742
0.13954064846019065,10.030443304575655,0.16131990605653518,0.11263432629615913,489.5878443899379,0.40296000392075976,0.05601184782340449,0.010954000949913317,0.6958689199333715
0.15885985046248557,12.542680107595809,0.17421805038728627,0.12077297665401192,432.6403553405089,0.5882997243595547,0.0649252524976782,0.015019919726453845,0.49043598343578493
0.15504984690118984,13.70889998620418,0.06351662508192457,0.07770765234140611,568.6011364751275,0.5203141481636027,0.038096457442897476,0.011036322741682921,0.47923015133111935
0.15137043190493008,7.271924637905627,0.1880985566758947,0.08041419242261738,577.8559287285028,0.46519362493025607,0.04590060379340129,0.013052775801166979,0.4447862385299059
0.08328893517343025,9.443896690671579,0.1817126510269596,0.1519161248137314,562.770429833817,0.5961363847460595,0.04893846443285123,0.016828294509775635,0.6036919105934481
0.05231733656800351,9.777425119804407,0.17952215415529454,0.1996109010311523,513.714413691817,0.44753931640659245,0.03086234342008411,0.01768414327816605,0.7860806170926592
